W/L,OT,@,Opp,TmScore,OppScore,PassCmp,PassAtt,PassYds,PassTd,PassInt,Sacks,SackYds,PassY/A,PassNY/A,Cmp%,Qbr,RushAtt,RushYds,RushY/A,RushTd,FGM,FGA,XPM,XPA,Pnt,PntYds,3DConv,3DAtt,4DConv,4DAtt,ToP,Year,Team,Timestamp,Win%
1,0,1,New York Giants,28.0,10.0,22.0,27.0,279.0,2.0,0.0,3.0,27.0,11.3,9.3,81.5,134.4,34.0,211.0,6.2,0.0,4.0,4.0,2.0,2.0,1.0,57.0,5.0,11.0,1.0,1.0,32:40,2019,min,2019-10-06,0.6
1,0,0,Philadelphia Eagles,38.0,20.0,22.0,29.0,325.0,4.0,1.0,1.0,8.0,11.5,10.8,75.9,137.2,35.0,122.0,3.5,1.0,1.0,1.0,5.0,5.0,3.0,123.0,2.0,10.0,1.0,1.0,32:04,2019,min,2019-10-13,0.6666666666666666
1,0,1,Detroit Lions,42.0,30.0,24.0,34.0,338.0,4.0,0.0,0.0,0.0,9.9,9.9,70.6,141.5,37.0,166.0,4.5,2.0,0.0,1.0,6.0,6.0,2.0,98.0,6.0,10.0,0.0,0.0,32:10,2019,min,2019-10-20,0.7142857142857143
1,0,0,Washington Redskins,19.0,9.0,23.0,26.0,273.0,0.0,0.0,3.0,12.0,11.0,9.4,88.5,110.4,38.0,161.0,4.2,1.0,4.0,4.0,1.0,1.0,0.0,0.0,8.0,15.0,1.0,3.0,36:36,2019,min,2019-10-24,0.75
0,0,1,Kansas City Chiefs,23.0,26.0,19.0,38.0,212.0,3.0,0.0,1.0,8.0,5.8,5.4,50.0,93.3,27.0,96.0,3.6,0.0,1.0,1.0,2.0,3.0,8.0,353.0,5.0,15.0,1.0,1.0,28:12,2019,min,2019-11-03,0.6666666666666666
1,0,1,Dallas Cowboys,28.0,24.0,23.0,32.0,211.0,2.0,0.0,1.0,9.0,6.9,6.4,71.9,110.3,36.0,153.0,4.3,1.0,2.0,2.0,2.0,2.0,4.0,170.0,8.0,14.0,1.0,1.0,33:27,2019,min,2019-11-10,0.7
1,0,0,Denver Broncos,27.0,23.0,29.0,35.0,284.0,3.0,0.0,5.0,35.0,9.1,7.1,82.9,129.0,18.0,37.0,2.1,1.0,0.0,0.0,3.0,3.0,5.0,236.0,5.0,12.0,2.0,2.0,23:17,2019,min,2019-11-17,0.7272727272727273
0,0,1,Seattle Seahawks,30.0,37.0,22.0,38.0,276.0,2.0,1.0,0.0,0.0,7.3,7.3,57.9,87.2,14.0,78.0,5.6,1.0,1.0,1.0,3.0,4.0,4.0,170.0,5.0,10.0,0.0,1.0,20:15,2019,min,2019-12-02,0.6666666666666666
1,0,0,Detroit Lions,20.0,7.0,24.0,30.0,234.0,1.0,0.0,1.0,8.0,8.1,7.5,80.0,110.3,39.0,120.0,3.1,1.0,2.0,2.0,2.0,2.0,6.0,222.0,5.0,14.0,0.0,1.0,33:43,2019,min,2019-12-08,0.6923076923076923
1,0,1,Los Angeles Chargers,39.0,10.0,19.0,25.0,207.0,1.0,1.0,0.0,0.0,8.3,8.3,76.0,96.6,37.0,137.0,3.7,2.0,4.0,4.0,3.0,4.0,2.0,103.0,7.0,14.0,0.0,0.0,32:21,2019,min,2019-12-15,0.7142857142857143
0,0,0,Green Bay Packers,10.0,23.0,16.0,32.0,82.0,1.0,1.0,5.0,40.0,3.8,2.2,50.0,53.6,16.0,57.0,3.6,0.0,1.0,1.0,1.0,1.0,8.0,377.0,4.0,15.0,0.0,2.0,22:28,2019,min,2019-12-23,0.6666666666666666
0,0,0,Chicago Bears,19.0,21.0,12.0,21.0,126.0,0.0,2.0,0.0,0.0,6.0,6.0,57.1,35.1,26.0,174.0,6.7,1.0,4.0,4.0,1.0,1.0,1.0,52.0,4.0,9.0,0.0,0.0,22:20,2019,min,2019-12-29,0.625
0,0,0,Green Bay Packers,34.0,43.0,19.0,25.0,248.0,2.0,1.0,2.0,11.0,10.4,9.2,76.0,116.7,22.0,134.0,6.1,2.0,1.0,1.0,1.0,1.0,2.0,80.0,3.0,6.0,0.0,1.0,18:44,2020,min,2020-09-13,0.0
0,0,1,Indianapolis Colts,11.0,28.0,11.0,26.0,95.0,0.0,3.0,3.0,18.0,4.3,3.3,42.3,13.0,18.0,80.0,4.4,1.0,1.0,1.0,0.0,0.0,4.0,168.0,2.0,9.0,0.0,0.0,21:35,2020,min,2020-09-20,0.0
0,0,0,Tennessee Titans,30.0,31.0,16.0,27.0,238.0,3.0,2.0,2.0,13.0,9.3,8.2,59.3,94.4,33.0,226.0,6.8,1.0,1.0,2.0,3.0,3.0,3.0,132.0,4.0,10.0,0.0,1.0,28:28,2020,min,2020-09-27,0.0
1,0,1,Houston Texans,31.0,23.0,16.0,22.0,248.0,1.0,0.0,3.0,12.0,11.8,9.9,72.7,124.8,40.0,162.0,4.1,3.0,1.0,2.0,4.0,4.0,4.0,166.0,5.0,12.0,1.0,1.0,36:31,2020,min,2020-10-04,0.25
0,0,1,Seattle Seahawks,26.0,27.0,27.0,39.0,248.0,2.0,1.0,3.0,1.0,6.4,5.9,69.2,92.7,41.0,201.0,4.9,1.0,2.0,2.0,2.0,2.0,2.0,96.0,6.0,14.0,2.0,3.0,39:28,2020,min,2020-10-11,0.2
0,0,0,Atlanta Falcons,23.0,40.0,24.0,36.0,333.0,3.0,3.0,1.0,10.0,9.5,9.0,66.7,89.2,13.0,32.0,2.5,0.0,0.0,0.0,1.0,1.0,4.0,198.0,3.0,10.0,1.0,2.0,19:53,2020,min,2020-10-18,0.16666666666666666
1,0,1,Green Bay Packers,28.0,22.0,11.0,14.0,151.0,1.0,0.0,1.0,9.0,11.4,10.1,78.6,135.4,34.0,173.0,5.1,3.0,0.0,0.0,4.0,4.0,3.0,113.0,4.0,8.0,1.0,1.0,27:48,2020,min,2020-11-01,0.2857142857142857
1,0,0,Detroit Lions,34.0,20.0,13.0,20.0,212.0,3.0,0.0,1.0,8.0,11.0,10.1,65.0,140.0,34.0,275.0,8.1,2.0,0.0,0.0,4.0,5.0,5.0,157.0,4.0,10.0,0.0,1.0,27:11,2020,min,2020-11-08,0.375
1,0,1,Chicago Bears,19.0,13.0,25.0,36.0,286.0,2.0,1.0,1.0,6.0,8.1,7.7,69.4,100.0,33.0,99.0,3.0,0.0,2.0,2.0,1.0,1.0,5.0,208.0,8.0,15.0,0.0,0.0,35:50,2020,min,2020-11-16,0.4444444444444444
0,0,0,Dallas Cowboys,28.0,31.0,22.0,30.0,305.0,3.0,0.0,2.0,9.0,10.5,9.5,73.3,138.9,29.0,125.0,4.3,1.0,0.0,0.0,4.0,4.0,3.0,154.0,6.0,10.0,0.0,1.0,31:49,2020,min,2020-11-22,0.4
1,0,0,Carolina Panthers,28.0,27.0,34.0,45.0,291.0,3.0,0.0,2.0,16.0,6.8,6.2,75.6,114.2,24.0,96.0,4.0,0.0,2.0,2.0,2.0,2.0,3.0,153.0,6.0,13.0,1.0,1.0,31:13,2020,min,2020-11-29,0.45454545454545453
1,1,0,Jacksonville Jaguars,27.0,24.0,28.0,43.0,275.0,3.0,1.0,4.0,30.0,7.1,5.9,65.1,96.6,38.0,145.0,3.8,0.0,2.0,3.0,1.0,3.0,7.0,331.0,7.0,16.0,0.0,0.0,37:33,2020,min,2020-12-06,0.5
0,0,1,Tampa Bay Buccaneers,14.0,26.0,24.0,37.0,173.0,1.0,0.0,6.0,52.0,6.1,4.0,64.9,84.6,33.0,162.0,4.9,1.0,0.0,3.0,0.0,1.0,2.0,76.0,5.0,15.0,4.0,5.0,39:03,2020,min,2020-12-13,0.46153846153846156
0,0,0,Chicago Bears,27.0,33.0,24.0,35.0,249.0,2.0,1.0,3.0,22.0,7.7,6.6,68.6,96.0,28.0,158.0,5.6,1.0,2.0,2.0,3.0,3.0,2.0,80.0,4.0,11.0,0.0,2.0,27:01,2020,min,2020-12-20,0.42857142857142855
0,0,1,New Orleans Saints,33.0,52.0,27.0,41.0,274.0,3.0,0.0,2.0,17.0,7.1,6.4,65.9,109.2,17.0,90.0,5.3,2.0,0.0,0.0,3.0,4.0,4.0,186.0,3.0,9.0,1.0,2.0,23:13,2020,min,2020-12-25,0.4
1,0,1,Detroit Lions,37.0,35.0,28.0,40.0,383.0,3.0,0.0,3.0,22.0,10.1,8.9,70.0,125.3,31.0,125.0,4.0,2.0,1.0,2.0,4.0,5.0,3.0,137.0,4.0,13.0,2.0,2.0,35:13,2020,min,2020-01-03,0.4375
0,1,1,Cincinnati Bengals,24.0,27.0,37.0,50.0,336.0,2.0,0.0,3.0,26.0,7.2,6.3,74.0,105.1,22.0,67.0,3.0,1.0,1.0,1.0,3.0,3.0,8.0,402.0,6.0,16.0,2.0,2.0,35:09,2021,min,2021-09-12,0.0
0,0,1,Arizona Cardinals,33.0,34.0,22.0,32.0,242.0,3.0,0.0,1.0,2.0,7.6,7.3,68.8,122.1,27.0,177.0,6.6,0.0,2.0,3.0,3.0,4.0,5.0,231.0,2.0,10.0,0.0,0.0,28:08,2021,min,2021-09-19,0.0
1,0,0,Seattle Seahawks,30.0,17.0,30.0,38.0,313.0,3.0,0.0,1.0,10.0,8.5,8.0,78.9,127.3,34.0,140.0,4.1,0.0,3.0,3.0,3.0,3.0,2.0,94.0,9.0,14.0,0.0,0.0,35:53,2021,min,2021-09-26,0.3333333333333333
0,0,0,Cleveland Browns,7.0,14.0,20.0,38.0,190.0,1.0,1.0,2.0,13.0,5.3,4.8,52.6,64.6,23.0,65.0,2.8,0.0,0.0,0.0,1.0,1.0,6.0,291.0,5.0,16.0,1.0,3.0,24:28,2021,min,2021-10-03,0.25
1,0,0,Detroit Lions,19.0,17.0,25.0,34.0,264.0,1.0,1.0,2.0,11.0,8.1,7.3,73.5,93.3,28.0,120.0,4.3,0.0,4.0,5.0,1.0,1.0,3.0,150.0,5.0,13.0,0.0,0.0,32:06,2021,min,2021-10-10,0.4
1,1,1,Carolina Panthers,34.0,28.0,33.0,48.0,373.0,3.0,0.0,0.0,0.0,7.8,7.8,68.8,112.6,36.0,198.0,5.5,1.0,3.0,5.0,1.0,1.0,5.0,188.0,7.0,16.0,0.0,0.0,37:38,2021,min,2021-10-17,0.5
0,0,0,Dallas Cowboys,16.0,20.0,23.0,36.0,177.0,1.0,0.0,1.0,7.0,5.1,4.8,63.9,85.1,24.0,101.0,4.2,0.0,3.0,3.0,1.0,1.0,6.0,237.0,1.0,13.0,1.0,2.0,27:28,2021,min,2021-10-31,0.42857142857142855
0,1,1,Baltimore Ravens,31.0,34.0,17.0,28.0,187.0,2.0,0.0,0.0,0.0,6.7,6.7,60.7,104.3,24.0,131.0,5.5,1.0,1.0,1.0,4.0,4.0,5.0,242.0,5.0,14.0,2.0,2.0,23:40,2021,min,2021-11-07,0.375
1,0,1,Los Angeles Chargers,27.0,20.0,25.0,37.0,278.0,2.0,0.0,2.0,16.0,7.9,7.1,67.6,107.7,33.0,103.0,3.1,1.0,2.0,2.0,3.0,3.0,3.0,137.0,5.0,14.0,2.0,2.0,36:10,2021,min,2021-11-14,0.4444444444444444
