Week,Day,Time,W/L,OT,Record,@,Opponent,TeamScore,OpponentScore,Off_1stDn,Off_Totyd,Off_PassYd,Off_RushYd,Off_TO,Def_1stDn,Def_Totyd,Def_PassYd,Def_RushYd,Def_TO,ExpOff,ExpDef,ExpSpTeams,year,win_pct,Team,Timestamp
6,Sun,1:00PM ET,0,0,3-3,1,Minnesota Vikings,20.0,38.0,19.0,400.0,292.0,108.0,3.0,26.0,447.0,325.0,122.0,2.0,2.18,-17.04,0.52,2019,0.5,phi,2019-10-13
7,Sun,8:20PM ET,0,0,3-4,1,Dallas Cowboys,10.0,37.0,16.0,283.0,168.0,115.0,4.0,23.0,402.0,213.0,189.0,1.0,-10.92,-15.32,0.53,2019,0.42857142857142855,phi,2019-10-20
8,Sun,1:00PM ET,1,0,4-4,1,Buffalo Bills,31.0,13.0,21.0,371.0,153.0,218.0,1.0,16.0,253.0,155.0,98.0,1.0,10.88,7.91,-5.78,2019,0.5,phi,2019-10-27
9,Sun,1:00PM ET,1,0,5-4,0,Chicago Bears,22.0,14.0,26.0,373.0,227.0,146.0,0.0,10.0,164.0,102.0,62.0,1.0,10.73,4.78,-2.82,2019,0.5555555555555556,phi,2019-11-03
11,Sun,4:25PM ET,0,0,5-5,0,New England Patriots,10.0,17.0,21.0,255.0,174.0,81.0,1.0,19.0,298.0,224.0,74.0,0.0,-9.17,4.83,-0.43,2019,0.5,phi,2019-11-17
12,Sun,1:00PM ET,0,0,5-6,0,Seattle Seahawks,9.0,17.0,23.0,344.0,238.0,106.0,5.0,14.0,348.0,174.0,174.0,2.0,-17.25,4.38,0.2,2019,0.45454545454545453,phi,2019-11-24
13,Sun,1:00PM ET,0,0,5-7,1,Miami Dolphins,31.0,37.0,23.0,386.0,294.0,92.0,1.0,26.0,409.0,351.0,58.0,1.0,11.33,-16.93,0.08,2019,0.4166666666666667,phi,2019-12-01
14,Mon,8:15PM ET,1,1,6-7,0,New York Giants,23.0,17.0,27.0,418.0,300.0,118.0,1.0,11.0,255.0,182.0,73.0,0.0,3.0,4.47,-0.47,2019,0.46153846153846156,phi,2019-12-09
15,Sun,1:00PM ET,1,0,7-7,1,Washington Redskins,37.0,27.0,27.0,415.0,258.0,157.0,1.0,19.0,352.0,251.0,101.0,1.0,19.99,-5.52,-3.89,2019,0.5,phi,2019-12-15
16,Sun,4:25PM ET,1,0,8-7,0,Dallas Cowboys,17.0,9.0,23.0,431.0,313.0,118.0,0.0,16.0,311.0,257.0,54.0,1.0,8.73,6.26,-3.16,2019,0.5333333333333333,phi,2019-12-22
17,Sun,4:25PM ET,1,0,9-7,1,New York Giants,34.0,17.0,25.0,400.0,279.0,121.0,0.0,19.0,397.0,275.0,122.0,2.0,6.3,6.61,-0.16,2019,0.5625,phi,2019-12-29
Wild Card,Sun,4:40PM ET,0,0,9-8,0,Seattle Seahawks,9.0,17.0,20.0,282.0,162.0,120.0,0.0,16.0,382.0,318.0,64.0,0.0,-1.96,-10.59,3.79,2019,0.5294117647058824,phi,2019-01-05
1,Sun,1:00PM ET,0,0,0-1,1,Washington Football Team,17.0,27.0,19.0,265.0,208.0,57.0,3.0,18.0,239.0,159.0,80.0,0.0,-16.45,6.28,1.28,2020,0.0,phi,2020-09-13
2,Sun,1:00PM ET,0,0,0-2,0,Los Angeles Rams,19.0,37.0,25.0,363.0,242.0,121.0,3.0,30.0,449.0,258.0,191.0,1.0,-0.85,-27.57,8.25,2020,0.0,phi,2020-09-20
3,Sun,1:00PM ET,0,1,0-2-1,0,Cincinnati Bengals,23.0,23.0,27.0,378.0,206.0,172.0,2.0,24.0,304.0,256.0,48.0,0.0,1.65,0.48,-1.44,2020,0.0,phi,2020-09-27
4,Sun,8:20PM ET,1,0,1-2-1,1,San Francisco 49ers,25.0,20.0,18.0,267.0,174.0,93.0,1.0,25.0,417.0,301.0,116.0,3.0,0.66,-0.02,3.75,2020,0.25,phi,2020-10-04
5,Sun,1:00PM ET,0,0,1-3-1,1,Pittsburgh Steelers,29.0,38.0,20.0,336.0,242.0,94.0,2.0,25.0,367.0,231.0,136.0,1.0,14.47,-20.16,-3.43,2020,0.2,phi,2020-10-11
6,Sun,1:00PM ET,0,0,1-4-1,0,Baltimore Ravens,28.0,30.0,19.0,364.0,170.0,194.0,1.0,17.0,355.0,173.0,182.0,0.0,1.83,0.7,-9.68,2020,0.16666666666666666,phi,2020-10-18
7,Thu,8:20PM ET,1,0,2-4-1,0,New York Giants,22.0,21.0,27.0,442.0,346.0,96.0,1.0,17.0,325.0,165.0,160.0,3.0,2.8,1.65,-1.27,2020,0.2857142857142857,phi,2020-10-22
8,Sun,8:20PM ET,1,0,3-4-1,0,Dallas Cowboys,23.0,9.0,18.0,222.0,103.0,119.0,4.0,21.0,265.0,132.0,133.0,2.0,-11.99,21.74,-1.73,2020,0.375,phi,2020-11-01
10,Sun,1:00PM ET,0,0,3-5-1,1,New York Giants,17.0,27.0,22.0,346.0,190.0,156.0,0.0,22.0,382.0,231.0,151.0,0.0,2.7,-14.42,-4.88,2020,0.3333333333333333,phi,2020-11-15
11,Sun,1:00PM ET,0,0,3-6-1,1,Cleveland Browns,17.0,22.0,19.0,315.0,209.0,106.0,3.0,17.0,324.0,187.0,137.0,1.0,-10.55,4.43,-1.99,2020,0.3,phi,2020-11-22
12,Mon,8:15PM ET,0,0,3-7-1,0,Seattle Seahawks,17.0,23.0,18.0,250.0,180.0,70.0,1.0,20.0,301.0,225.0,76.0,0.0,-6.08,-0.57,-1.79,2020,0.2727272727272727,phi,2020-11-30
13,Sun,4:25PM ET,0,0,3-8-1,1,Green Bay Packers,16.0,30.0,17.0,278.0,161.0,117.0,1.0,20.0,437.0,288.0,149.0,0.0,-2.33,-19.58,8.04,2020,0.25,phi,2020-12-06
14,Sun,4:25PM ET,1,0,4-8-1,0,New Orleans Saints,24.0,21.0,21.0,413.0,167.0,246.0,1.0,20.0,358.0,262.0,96.0,2.0,6.77,-4.23,1.33,2020,0.3076923076923077,phi,2020-12-13
15,Sun,4:05PM ET,0,0,4-9-1,1,Arizona Cardinals,26.0,33.0,26.0,422.0,305.0,117.0,0.0,26.0,526.0,423.0,103.0,3.0,10.01,-4.72,-12.58,2020,0.2857142857142857,phi,2020-12-20
16,Sun,4:25PM ET,0,0,4-10-1,1,Dallas Cowboys,17.0,37.0,24.0,477.0,326.0,151.0,3.0,22.0,513.0,362.0,151.0,1.0,5.42,-23.4,0.38,2020,0.26666666666666666,phi,2020-12-27
17,Sun,8:20PM ET,0,0,4-11-1,0,Washington Football Team,14.0,20.0,16.0,216.0,98.0,118.0,3.0,16.0,248.0,145.0,103.0,2.0,-11.71,8.33,-3.56,2020,0.25,phi,2020-01-03
1,Sun,1:00PM ET,1,0,1-0,1,Atlanta Falcons,32.0,6.0,24.0,434.0,261.0,173.0,0.0,19.0,260.0,136.0,124.0,0.0,13.14,12.48,-2.36,2021,1.0,phi,2021-09-12
2,Sun,1:00PM ET,0,0,1-1,0,San Francisco 49ers,11.0,17.0,18.0,328.0,177.0,151.0,0.0,23.0,306.0,189.0,117.0,0.0,5.3,-7.86,-2.68,2021,0.5,phi,2021-09-19
3,Mon,8:15PM ET,0,0,1-2,1,Dallas Cowboys,21.0,41.0,12.0,367.0,303.0,64.0,2.0,27.0,380.0,220.0,160.0,1.0,-11.19,-9.13,0.01,2021,0.3333333333333333,phi,2021-09-27
4,Sun,1:00PM ET,0,0,1-3,0,Kansas City Chiefs,30.0,42.0,30.0,461.0,358.0,103.0,0.0,31.0,471.0,271.0,200.0,1.0,21.32,-34.67,0.7,2021,0.25,phi,2021-10-03
5,Sun,1:00PM ET,1,0,2-3,1,Carolina Panthers,21.0,18.0,15.0,273.0,182.0,91.0,2.0,17.0,267.0,158.0,109.0,3.0,-15.13,16.27,3.99,2021,0.4,phi,2021-10-10
6,Thu,8:20PM ET,0,0,2-4,0,Tampa Bay Buccaneers,22.0,28.0,16.0,213.0,113.0,100.0,1.0,27.0,399.0,297.0,102.0,1.0,9.52,-15.69,-3.01,2021,0.3333333333333333,phi,2021-10-14
7,Sun,4:05PM ET,0,0,2-5,1,Las Vegas Raiders,22.0,33.0,22.0,358.0,223.0,135.0,2.0,23.0,442.0,323.0,119.0,1.0,4.67,-18.0,-1.38,2021,0.2857142857142857,phi,2021-10-24
8,Sun,1:00PM ET,1,0,3-5,1,Detroit Lions,44.0,6.0,27.0,350.0,114.0,236.0,0.0,15.0,228.0,171.0,57.0,1.0,18.7,17.4,1.69,2021,0.375,phi,2021-10-31
9,Sun,4:05PM ET,0,0,3-6,0,Los Angeles Chargers,24.0,27.0,20.0,331.0,155.0,176.0,0.0,28.0,445.0,356.0,89.0,0.0,17.56,-20.72,1.49,2021,0.3333333333333333,phi,2021-11-07
10,Sun,4:25PM ET,1,0,4-6,1,Denver Broncos,30.0,13.0,22.0,386.0,170.0,216.0,1.0,17.0,308.0,212.0,96.0,1.0,8.45,6.62,-0.91,2021,0.4,phi,2021-11-14
