Week,Day,Time,W/L,OT,Record,@,Opponent,TeamScore,OpponentScore,Off_1stDn,Off_Totyd,Off_PassYd,Off_RushYd,Off_TO,Def_1stDn,Def_Totyd,Def_PassYd,Def_RushYd,Def_TO,ExpOff,ExpDef,ExpSpTeams,year,win_pct,Team,Timestamp
7,Sun,1:00PM ET,0,1,2-4-1,1,Tampa Bay Buccaneers,23.0,26.0,17.0,305.0,186.0,119.0,1.0,34.0,456.0,342.0,114.0,4.0,-7.86,-4.49,6.2,2018,0.2857142857142857,cle,2018-10-21
8,Sun,1:00PM ET,0,0,2-5-1,1,Pittsburgh Steelers,18.0,33.0,17.0,237.0,163.0,74.0,1.0,25.0,421.0,253.0,168.0,2.0,-0.68,-12.48,3.07,2018,0.25,cle,2018-10-28
9,Sun,1:00PM ET,0,0,2-6-1,0,Kansas City Chiefs,21.0,37.0,26.0,388.0,286.0,102.0,1.0,27.0,499.0,360.0,139.0,1.0,11.8,-31.68,-0.72,2018,0.2222222222222222,cle,2018-11-04
10,Sun,1:00PM ET,1,0,3-6-1,0,Atlanta Falcons,28.0,16.0,19.0,427.0,216.0,211.0,1.0,25.0,382.0,311.0,71.0,2.0,15.47,-1.81,-0.18,2018,0.3,cle,2018-11-11
12,Sun,1:00PM ET,1,0,4-6-1,1,Cincinnati Bengals,35.0,20.0,24.0,342.0,258.0,84.0,0.0,25.0,372.0,243.0,129.0,2.0,18.95,-2.63,0.2,2018,0.36363636363636365,cle,2018-11-25
13,Sun,1:00PM ET,0,0,4-7-1,1,Houston Texans,13.0,29.0,20.0,428.0,397.0,31.0,4.0,25.0,384.0,197.0,187.0,0.0,-3.39,-8.03,-4.03,2018,0.3333333333333333,cle,2018-12-02
14,Sun,1:00PM ET,1,0,5-7-1,0,Carolina Panthers,26.0,20.0,12.0,348.0,232.0,116.0,2.0,22.0,393.0,297.0,96.0,1.0,4.41,-0.14,2.47,2018,0.38461538461538464,cle,2018-12-09
15,Sat,8:20PM ET,1,0,6-7-1,1,Denver Broncos,17.0,16.0,21.0,309.0,175.0,134.0,2.0,22.0,270.0,238.0,32.0,2.0,-1.32,2.46,2.94,2018,0.42857142857142855,cle,2018-12-15
16,Sun,1:00PM ET,1,0,7-7-1,0,Cincinnati Bengals,26.0,18.0,23.0,493.0,347.0,146.0,0.0,15.0,209.0,107.0,102.0,0.0,22.85,-0.5,-11.29,2018,0.4666666666666667,cle,2018-12-23
17,Sun,4:25PM ET,0,0,7-8-1,1,Baltimore Ravens,24.0,26.0,18.0,426.0,376.0,50.0,3.0,24.0,463.0,167.0,296.0,1.0,9.49,-7.31,-2.95,2018,0.4375,cle,2018-12-30
1,Sun,1:00PM ET,0,0,0-1,0,Tennessee Titans,13.0,43.0,19.0,346.0,244.0,102.0,3.0,21.0,339.0,216.0,123.0,0.0,-19.89,-11.1,-1.22,2019,0.0,cle,2019-09-08
2,Mon,8:15PM ET,1,0,1-1,1,New York Jets,23.0,3.0,16.0,375.0,305.0,70.0,1.0,13.0,262.0,169.0,93.0,1.0,4.95,14.42,-0.9,2019,0.5,cle,2019-09-16
3,Sun,8:20PM ET,0,0,1-2,0,Los Angeles Rams,13.0,20.0,18.0,270.0,175.0,95.0,1.0,20.0,344.0,254.0,90.0,3.0,-8.89,-1.06,3.41,2019,0.3333333333333333,cle,2019-09-22
4,Sun,1:00PM ET,1,0,2-2,1,Baltimore Ravens,40.0,25.0,22.0,530.0,337.0,193.0,1.0,24.0,395.0,222.0,173.0,3.0,23.04,-4.82,-3.35,2019,0.5,cle,2019-09-29
5,Mon,8:15PM ET,0,0,2-3,1,San Francisco 49ers,3.0,31.0,9.0,180.0,78.0,102.0,4.0,22.0,446.0,171.0,275.0,0.0,-22.56,-12.38,10.5,2019,0.4,cle,2019-10-07
6,Sun,1:00PM ET,0,0,2-4,0,Seattle Seahawks,28.0,32.0,21.0,406.0,249.0,157.0,4.0,29.0,454.0,284.0,170.0,1.0,3.24,-15.53,4.92,2019,0.3333333333333333,cle,2019-10-13
