Week,Day,Time,W/L,OT,Record,@,Opponent,TeamScore,OpponentScore,Off_1stDn,Off_Totyd,Off_PassYd,Off_RushYd,Off_TO,Def_1stDn,Def_Totyd,Def_PassYd,Def_RushYd,Def_TO,ExpOff,ExpDef,ExpSpTeams,year,win_pct,Team,Timestamp
2,Sun,1:00PM ET,0,0,0-2,1,Dallas Cowboys,39.0,40.0,22.0,380.0,267.0,113.0,0.0,33.0,570.0,445.0,125.0,3.0,13.66,-17.31,1.38,2020,0.0,atl,2020-09-20
3,Sun,1:00PM ET,0,0,0-3,0,Chicago Bears,26.0,30.0,22.0,371.0,227.0,144.0,1.0,24.0,437.0,307.0,130.0,2.0,5.82,-2.87,-5.24,2020,0.0,atl,2020-09-27
4,Mon,8:15PM ET,0,0,0-4,1,Green Bay Packers,16.0,30.0,24.0,327.0,249.0,78.0,0.0,22.0,403.0,315.0,88.0,0.0,5.57,-19.46,-0.14,2020,0.0,atl,2020-10-05
5,Sun,1:00PM ET,0,0,0-5,0,Carolina Panthers,16.0,23.0,21.0,373.0,207.0,166.0,1.0,24.0,437.0,313.0,124.0,0.0,6.82,-18.13,2.46,2020,0.0,atl,2020-10-11
6,Sun,1:00PM ET,1,0,1-5,1,Minnesota Vikings,40.0,23.0,24.0,462.0,363.0,99.0,1.0,19.0,365.0,333.0,32.0,3.0,20.17,-0.99,0.84,2020,0.16666666666666666,atl,2020-10-18
7,Sun,1:00PM ET,0,0,1-6,0,Detroit Lions,22.0,23.0,26.0,388.0,322.0,66.0,1.0,21.0,386.0,322.0,64.0,0.0,10.84,-10.28,-2.56,2020,0.14285714285714285,atl,2020-10-25
8,Thu,8:20PM ET,1,0,2-6,1,Carolina Panthers,25.0,17.0,28.0,401.0,270.0,131.0,1.0,18.0,304.0,157.0,147.0,1.0,15.4,-2.21,-6.84,2020,0.25,atl,2020-10-29
9,Sun,1:00PM ET,1,0,3-6,0,Denver Broncos,34.0,27.0,23.0,363.0,271.0,92.0,1.0,23.0,405.0,302.0,103.0,1.0,14.27,-4.44,0.15,2020,0.3333333333333333,atl,2020-11-08
11,Sun,1:00PM ET,0,0,3-7,1,New Orleans Saints,9.0,24.0,14.0,248.0,196.0,52.0,2.0,24.0,376.0,210.0,166.0,1.0,-4.08,-12.49,8.6,2020,0.3,atl,2020-11-22
12,Sun,1:00PM ET,1,0,4-7,0,Las Vegas Raiders,43.0,6.0,23.0,304.0,179.0,125.0,1.0,13.0,243.0,203.0,40.0,5.0,3.82,34.18,-4.76,2020,0.36363636363636365,atl,2020-11-29
13,Sun,1:00PM ET,0,0,4-8,0,New Orleans Saints,16.0,21.0,21.0,332.0,262.0,70.0,1.0,23.0,424.0,217.0,207.0,1.0,-0.46,-8.37,6.27,2020,0.3333333333333333,atl,2020-12-06
14,Sun,4:25PM ET,0,0,4-9,1,Los Angeles Chargers,17.0,20.0,19.0,319.0,249.0,70.0,3.0,23.0,345.0,240.0,105.0,1.0,5.82,-10.14,1.54,2020,0.3076923076923077,atl,2020-12-13
15,Sun,1:00PM ET,0,0,4-10,0,Tampa Bay Buccaneers,27.0,31.0,23.0,369.0,332.0,37.0,0.0,27.0,416.0,365.0,51.0,0.0,8.39,-20.21,4.28,2020,0.2857142857142857,atl,2020-12-20
16,Sun,1:00PM ET,0,0,4-11,1,Kansas City Chiefs,14.0,17.0,23.0,367.0,277.0,90.0,1.0,23.0,395.0,278.0,117.0,2.0,5.95,-5.3,-3.91,2020,0.26666666666666666,atl,2020-12-27
17,Sun,1:00PM ET,0,0,4-12,1,Tampa Bay Buccaneers,27.0,44.0,25.0,385.0,258.0,127.0,2.0,28.0,485.0,391.0,94.0,1.0,10.53,-29.28,-0.43,2020,0.25,atl,2020-01-03
1,Sun,1:00PM ET,0,0,0-1,0,Philadelphia Eagles,6.0,32.0,19.0,260.0,136.0,124.0,0.0,24.0,434.0,261.0,173.0,0.0,-12.48,-13.14,2.36,2021,0.0,atl,2021-09-12
2,Sun,4:05PM ET,0,0,0-2,1,Tampa Bay Buccaneers,25.0,48.0,19.0,348.0,293.0,55.0,3.0,21.0,341.0,259.0,82.0,1.0,-15.96,-8.63,0.72,2021,0.0,atl,2021-09-19
3,Sun,1:00PM ET,1,0,1-2,1,New York Giants,17.0,14.0,18.0,296.0,227.0,69.0,1.0,21.0,346.0,246.0,100.0,1.0,2.1,-2.33,3.38,2021,0.3333333333333333,atl,2021-09-26
4,Sun,1:00PM ET,0,0,1-3,0,Washington Football Team,30.0,34.0,24.0,374.0,275.0,99.0,0.0,26.0,412.0,290.0,122.0,0.0,19.36,-18.15,-3.26,2021,0.25,atl,2021-10-03
5,Sun,9:30AM ET,1,0,2-3,0,New York Jets,27.0,20.0,28.0,450.0,342.0,108.0,2.0,17.0,230.0,166.0,64.0,1.0,17.36,-3.2,-4.18,2021,0.4,atl,2021-10-10
7,Sun,1:00PM ET,1,0,3-3,1,Miami Dolphins,30.0,28.0,21.0,397.0,325.0,72.0,2.0,27.0,413.0,281.0,132.0,2.0,10.55,-10.04,0.22,2021,0.5,atl,2021-10-24
8,Sun,1:00PM ET,0,0,3-4,0,Carolina Panthers,13.0,19.0,17.0,213.0,131.0,82.0,2.0,21.0,332.0,129.0,203.0,1.0,-2.84,-0.86,-4.14,2021,0.42857142857142855,atl,2021-10-31
9,Sun,1:00PM ET,1,0,4-4,1,New Orleans Saints,27.0,25.0,18.0,366.0,332.0,34.0,0.0,26.0,376.0,267.0,109.0,1.0,7.33,-1.35,-3.25,2021,0.5,atl,2021-11-07
10,Sun,1:00PM ET,0,0,4-5,1,Dallas Cowboys,3.0,43.0,11.0,214.0,111.0,103.0,3.0,22.0,431.0,317.0,114.0,1.0,-22.4,-16.18,-1.92,2021,0.4444444444444444,atl,2021-11-14
