Week,Day,Date,Time,BoxScore,W/L,OT,Record,@,Opponent,TeamScore,OpponentScore,Off_1stDn,Off_Totyd,Off_PassYd,Off_RushYd,Off_TO,Def_1stDn,Def_Totyd,Def_PassYd,Def_RushYd,Def_TO,ExpOff,ExpDef,ExpSpTeams,year,Team,month,day,Timestamp_str,Timestamp
9,Thu,November 5,8:20PM ET,boxscore,0,0,4-5,0,Green Bay Packers,17.0,34.0,17.0,337.0,282.0,55.0,2.0,21.0,405.0,294.0,111.0,0.0,0.24,-19.59,3.72,2020,sfo,November,5,2020/November/5,2020-11-05
10,Sun,November 15,4:25PM ET,boxscore,0,0,4-6,1,New Orleans Saints,13.0,27.0,21.0,281.0,232.0,49.0,4.0,17.0,237.0,123.0,114.0,2.0,-8.03,2.66,-6.47,2020,sfo,November,15,2020/November/15,2020-11-15
12,Sun,November 29,4:05PM ET,boxscore,1,0,5-6,1,Los Angeles Rams,23.0,20.0,18.0,345.0,233.0,112.0,3.0,14.0,308.0,182.0,126.0,4.0,-14.81,19.57,-2.68,2020,sfo,November,29,2020/November/29,2020-11-29
13,Mon,December 7,8:15PM ET,boxscore,0,0,5-7,0,Buffalo Bills,24.0,34.0,24.0,402.0,316.0,86.0,2.0,31.0,449.0,368.0,81.0,1.0,6.59,-18.14,-0.36,2020,sfo,December,7,2020/December/7,2020-12-07
14,Sun,December 13,4:25PM ET,boxscore,0,0,5-8,0,Washington Football Team,15.0,23.0,21.0,344.0,236.0,108.0,3.0,12.0,193.0,95.0,98.0,1.0,-25.61,19.42,-0.12,2020,sfo,December,13,2020/December/13,2020-12-13
15,Sun,December 20,1:00PM ET,boxscore,0,0,5-9,1,Dallas Cowboys,33.0,41.0,28.0,458.0,308.0,150.0,4.0,15.0,291.0,204.0,87.0,0.0,11.28,-4.47,-12.91,2020,sfo,December,20,2020/December/20,2020-12-20
16,Sat,December 26,4:30PM ET,boxscore,1,0,6-9,1,Arizona Cardinals,20.0,12.0,22.0,398.0,171.0,227.0,1.0,20.0,350.0,230.0,120.0,2.0,9.69,10.15,-10.68,2020,sfo,December,26,2020/December/26,2020-12-26
17,Sun,January 3,4:25PM ET,boxscore,0,0,6-10,0,Seattle Seahawks,23.0,26.0,17.0,328.0,242.0,86.0,1.0,21.0,280.0,159.0,121.0,0.0,2.58,-5.26,-0.32,2020,sfo,January,3,2020/January/3,2020-01-03
1,Sun,September 12,1:00PM ET,boxscore,1,0,1-0,1,Detroit Lions,41.0,33.0,21.0,442.0,311.0,131.0,2.0,31.0,430.0,314.0,116.0,1.0,15.48,-5.16,-1.73,2021,sfo,September,12,2021/September/12,2021-09-12
2,Sun,September 19,1:00PM ET,boxscore,1,0,2-0,1,Philadelphia Eagles,17.0,11.0,23.0,306.0,189.0,117.0,0.0,18.0,328.0,177.0,151.0,0.0,7.86,-5.3,2.68,2021,sfo,September,19,2021/September/19,2021-09-19
3,Sun,September 26,8:20PM ET,boxscore,0,0,2-1,0,Green Bay Packers,28.0,30.0,25.0,298.0,231.0,67.0,2.0,21.0,353.0,253.0,100.0,0.0,12.19,-15.14,0.95,2021,sfo,September,26,2021/September/26,2021-09-26
4,Sun,October 3,4:05PM ET,boxscore,0,0,2-2,0,Seattle Seahawks,21.0,28.0,23.0,457.0,314.0,143.0,2.0,14.0,234.0,129.0,105.0,0.0,8.61,-2.2,-14.31,2021,sfo,October,3,2021/October/3,2021-10-03
5,Sun,October 10,4:25PM ET,boxscore,0,0,2-3,1,Arizona Cardinals,10.0,17.0,19.0,338.0,186.0,152.0,1.0,20.0,304.0,210.0,94.0,1.0,-6.53,-1.74,-0.47,2021,sfo,October,10,2021/October/10,2021-10-10
7,Sun,October 24,8:20PM ET,boxscore,0,0,2-4,0,Indianapolis Colts,18.0,30.0,13.0,280.0,169.0,111.0,4.0,17.0,295.0,147.0,148.0,2.0,-15.3,-1.16,4.24,2021,sfo,October,24,2021/October/24,2021-10-24
8,Sun,October 31,1:00PM ET,boxscore,1,0,3-4,1,Chicago Bears,33.0,22.0,21.0,467.0,322.0,145.0,0.0,22.0,324.0,148.0,176.0,1.0,21.75,-9.87,-2.14,2021,sfo,October,31,2021/October/31,2021-10-31
9,Sun,November 7,4:25PM ET,boxscore,0,0,3-5,0,Arizona Cardinals,17.0,31.0,22.0,337.0,298.0,39.0,3.0,22.0,437.0,274.0,163.0,0.0,2.1,-17.45,2.39,2021,sfo,November,7,2021/November/7,2021-11-07
10,Mon,November 15,8:15PM ET,boxscore,1,0,4-5,0,Los Angeles Rams,31.0,10.0,20.0,335.0,179.0,156.0,0.0,16.0,278.0,226.0,52.0,2.0,11.33,7.18,0.7,2021,sfo,November,15,2021/November/15,2021-11-15
